Date,Value
1988-10-01,1.26
1988-11-01,2.42
1988-12-01,1.28
1989-01-01,1.31
1989-02-01,2.04
1989-03-01,2.96
1989-04-01,2.54
1989-05-01,6.46
1989-06-01,7.76
1989-07-01,10.09
1989-08-01,1.65
1989-09-01,8.94
1989-10-01,4.13
1989-11-01,3.86
1989-12-01,2.6
1990-01-01,2.33
1990-02-01,2.76
1990-03-01,3.42
1990-04-01,2.07
1990-05-01,7.45
1990-06-01,0.83
1990-07-01,3.8
1990-08-01,4.42
1990-09-01,1.86
1990-10-01,9.89
1990-11-01,1.08
1990-12-01,3.79
1991-01-01,3.55
1991-02-01,2.1
1991-03-01,7.58
1991-04-01,2.49
1991-05-01,2.88
1991-06-01,2.42
1991-07-01,7.22
1991-08-01,2.31
1991-09-01,0.15
1991-10-01,0.04
1991-11-01,2.51
1991-12-01,3.81
1992-01-01,2.51
1992-02-01,3.75
1992-03-01,2.54
1992-04-01,4.89
1992-05-01,6.06
1992-06-01,6.87
1992-07-01,1.73
1992-08-01,2.38
1992-09-01,2.07
1992-10-01,1.9
1992-11-01,5.6
1992-12-01,2.62
1993-01-01,3.77
1993-02-01,3.44
1993-03-01,7.91
1993-04-01,2.77
1993-05-01,2.37
1993-06-01,2.49
1993-07-01,1.24
1993-08-01,1.04
1993-09-01,4.58
1993-10-01,2.15
1993-11-01,2.6
1993-12-01,5.27
1994-01-01,4.52
1994-02-01,5.34
1994-03-01,5.67
1994-04-01,5.59
1994-05-01,1.69
1994-06-01,1.99
1994-07-01,7.07
1994-08-01,4.22
1994-09-01,0.76
1994-10-01,1.84
1994-11-01,1.53
1994-12-01,2.41
1995-01-01,7.28
1995-02-01,1.88
1995-03-01,1.31
1995-04-01,0.79
1995-05-01,4.55
1995-06-01,10.32
1995-07-01,2.34
1995-08-01,0.74
1995-09-01,2.04
1995-10-01,3.49
1995-11-01,3.39
1995-12-01,2.32
1996-01-01,6.87
1996-02-01,2.12
1996-03-01,3.75
1996-04-01,1.76
1996-05-01,4.58
1996-06-01,7.65
1996-07-01,2.63
1996-08-01,6.4
1996-09-01,10.14
1996-10-01,1.57
1996-11-01,4.75
1996-12-01,2.72
1997-01-01,2.18
