Date,Value
1944-02-01,2.61
1944-03-01,4.1
1944-04-01,1.67
1944-05-01,4.28
1944-06-01,4.3
1944-07-01,1.53
1944-08-01,3.19
1944-09-01,0.97
1944-10-01,2.19
1944-11-01,1.22
1944-12-01,1.91
1945-01-01,1.4
1945-02-01,2.05
1945-03-01,1.41
1945-04-01,1.47
1945-05-01,3.99
1945-06-01,2.9
1945-07-01,4.78
1945-08-01,1.42
1945-09-01,6.9
1945-10-01,0.12
1945-11-01,3.27
1945-12-01,2.24
1946-01-01,1.42
1946-02-01,1.37
1946-03-01,2.56
1946-04-01,2.18
1946-05-01,3.83
1946-06-01,5.14
1946-07-01,6.67
1946-08-01,2.36
1946-09-01,1.79
1946-10-01,2.54
1946-11-01,0.83
1946-12-01,1.75
1947-01-01,2.58
1947-02-01,1.44
1947-03-01,1.52
1947-04-01,1.39
1947-05-01,2.38
1947-06-01,5.44
1947-07-01,4.19
1947-08-01,2.2
1947-09-01,3.62
1947-10-01,1.37
1947-11-01,3.16
1947-12-01,0.74
1948-01-01,1.54
1948-02-01,1.0
1948-03-01,4.82
1948-04-01,2.71
1948-05-01,8.02
1948-06-01,3.04
1948-07-01,2.76
1948-08-01,8.48
1948-09-01,5.01
1948-10-01,4.18
1948-11-01,4.79
1948-12-01,3.28
1949-01-01,3.65
1949-02-01,1.43
1949-03-01,1.38
1949-04-01,3.01
1949-05-01,4.68
1949-06-01,6.33
1949-07-01,5.19
1949-08-01,8.79
1949-09-01,1.28
1949-10-01,3.27
1949-11-01,1.14
1949-12-01,1.84
1950-01-01,2.05
1950-02-01,1.7
1950-03-01,2.35
1950-04-01,1.26
1950-05-01,6.94
1950-06-01,1.53
1950-07-01,2.68
1950-08-01,1.57
1950-09-01,7.28
1950-10-01,1.22
1950-11-01,2.16
1950-12-01,2.91
1951-01-01,2.04
1951-02-01,2.54
1951-03-01,3.62
1951-04-01,2.88
1951-05-01,2.0
1951-06-01,6.96
1951-07-01,3.92
1951-08-01,3.04
1951-09-01,0.68
1951-10-01,0.57
1951-11-01,3.19
1951-12-01,3.96
1952-01-01,3.95
1952-02-01,2.07
1952-03-01,4.03
1952-04-01,4.14
1952-05-01,4.77
1952-06-01,2.92
1952-07-01,2.57
1952-08-01,6.89
1952-09-01,3.05
1952-10-01,1.36
1952-11-01,4.67
1952-12-01,2.81
1953-01-01,3.95
1953-02-01,2.37
1953-03-01,4.43
1953-04-01,2.2
1953-05-01,5.19
1953-06-01,3.33
1953-07-01,2.39
1953-08-01,2.38
1953-09-01,1.6
1953-10-01,1.64
1953-11-01,1.58
1953-12-01,2.68
1954-01-01,1.49
1954-02-01,1.68
1954-03-01,4.5
1954-04-01,2.39
1954-05-01,3.83
1954-06-01,4.89
1954-07-01,3.65
1954-08-01,2.03
1954-09-01,1.3
1954-10-01,6.28
1954-11-01,3.71
1954-12-01,2.81
1955-01-01,0.26
1955-02-01,2.53
1955-03-01,4.65
1955-04-01,3.13
1955-05-01,2.3
1955-06-01,5.13
1955-07-01,5.76
1955-08-01,8.88
1955-09-01,1.7
1955-10-01,1.04
1955-11-01,1.76
1955-12-01,0.26
1956-01-01,1.48
1956-02-01,2.88
1956-03-01,2.72
1956-04-01,2.01
1956-05-01,0.97
1956-06-01,1.91
1956-07-01,8.45
1956-08-01,4.32
1956-09-01,3.51
1956-10-01,2.16
1956-11-01,0.56
1956-12-01,1.76
1957-01-01,1.63
1957-02-01,2.83
1957-03-01,1.18
1957-04-01,4.88
1957-05-01,3.32
1957-06-01,4.54
1957-07-01,1.71
1957-08-01,0.23
1957-09-01,4.45
1957-10-01,2.9
1957-11-01,2.22
1957-12-01,2.64
1958-01-01,2.43
1958-02-01,2.97
1958-03-01,3.07
1958-04-01,3.79
1958-05-01,4.79
1958-06-01,2.34
1958-07-01,5.13
1958-08-01,6.3
1958-09-01,1.58
1958-10-01,0.95
1958-11-01,1.4
1958-12-01,0.66
1959-01-01,1.51
1959-02-01,0.66
1959-03-01,2.02
1959-04-01,3.76
1959-05-01,4.22
1959-06-01,3.1
1959-07-01,4.27
1959-08-01,2.98
1959-09-01,4.46
1959-10-01,4.23
1959-11-01,1.11
1959-12-01,2.46
1960-01-01,1.4
1960-02-01,3.17
1960-03-01,1.97
1960-04-01,2.2
1960-05-01,6.9
1960-06-01,3.58
1960-07-01,2.85
1960-08-01,5.86
1960-09-01,4.17
1960-10-01,1.25
1960-11-01,0.53
1960-12-01,0.67
1961-01-01,1.45
1961-02-01,2.45
1961-03-01,3.09
1961-04-01,3.3
1961-05-01,3.15
1961-06-01,2.55
1961-07-01,3.01
1961-08-01,5.34
1961-09-01,3.74
1961-10-01,3.84
1961-11-01,2.02
1961-12-01,3.15
1962-01-01,1.68
1962-02-01,2.6
1962-03-01,2.89
1962-04-01,2.43
1962-05-01,2.71
1962-06-01,3.6
1962-07-01,2.21
1962-08-01,2.66
1962-09-01,1.01
1962-10-01,2.07
1962-11-01,3.94
1962-12-01,2.82
1963-01-01,0.82
1963-02-01,1.35
1963-03-01,5.26
1963-04-01,1.29
1963-05-01,1.1
1963-06-01,1.36
1963-07-01,1.29
